Name,Rating,Food Type,Price_range,area
Ming Garden Bakery,3.8,"Snacks, Desserts",₹300 FOR TWO,varanasi
The Biryani Mahal,--,"Biryani, Indian, Chinese",₹400 FOR TWO,varanasi
Keventers - Milkshakes and Desserts,4.4,"Beverages, Ice Cream, Desserts, Healthy Food",₹300 FOR TWO,varanasi
Chestnuts,4.0,Bakery,₹450 FOR TWO,varanasi
Shivaz Restaurant,--,"North Indian, Chinese, Tandoor",₹350 FOR TWO,varanasi
OREGANO'S,3.8,"Fast Food, Italian, Snacks",₹350 FOR TWO,varanasi
99 Pancakes,4.2,"Bakery, Waffle, Beverages",₹300 FOR TWO,varanasi
Momos N Chinese,--,"Street Food, Chinese, Snacks, Combo",₹100 FOR TWO,varanasi
Yogiks Cafe,4.0,"Indian, Beverages, Desserts",₹450 FOR TWO,varanasi
Maharaja Foods - Lanka,3.9,"Snacks, Chinese, North Indian, Biryani",₹200 FOR TWO,varanasi
Zaika,3.6,"Indian, Mughlai",₹400 FOR TWO,varanasi
English Masala,4.2,"North Indian, Chinese, Snacks, Beverages",₹350 FOR TWO,varanasi
Roma's Cafe Diner,4.1,"North Indian, Chinese, Continental, Italian, Mexican",₹700 FOR TWO,varanasi
Pind Balluchi,3.9,"North Indian, Biryani, Mughlai, Thalis, Chinese",₹400 FOR TWO,varanasi
BBC Hotel & Restaurant,3.5,"North Indian, South Indian, Chinese, Snacks",₹250 FOR TWO,varanasi
Ming Garden,3.9,Chinese,₹500 FOR TWO,varanasi
VCD Bakery,3.9,"Bakery, Desserts, Snacks",₹300 FOR TWO,varanasi
New Apna Family Restaurant,3.5,"North Indian, Biryani, Chinese, Beverages",₹300 FOR TWO,varanasi
YELLOW CURRY POINT,--,"North Indian, Indian, Chinese",₹250 FOR TWO,varanasi
Interval,3.9,"North Indian, Continental, Chinese",₹300 FOR TWO,varanasi
New Banaras Restaurant & Bhojnalay,--,"Indian, Chinese, South Indian",₹400 FOR TWO,varanasi
Pahalwan Lassi Bhandar,3.9,Beverages,₹100 FOR TWO,varanasi
IFC So Best,3.6,"North Indian, Biryani",₹250 FOR TWO,varanasi
Cafe 365,--,North Indian,₹300 FOR TWO,varanasi
The Benaras Bakery,3.7,Bakery,₹200 FOR TWO,varanasi
ROYAL FOOD COURT,--,"Indian, Biryani, Sweets",₹250 FOR TWO,varanasi
CHAI BAR,3.6,"Beverages, Indian, Street Food, Snacks",₹200 FOR TWO,varanasi
The Life House,--,"Italian, Fast Food, Snacks, Desserts",₹250 FOR TWO,varanasi
Mr Jalapenos,--,"Mexican, Italian, Chinese, Indian",₹300 FOR TWO,varanasi
The Kerala House And Cafe,3.1,South Indian,₹200 FOR TWO,varanasi
Shri Narayan Mishthan Bhandar,3.9,"Sweets, Snacks",₹350 FOR TWO,varanasi
Pizaa in town,3.9,"Pizzas, Italian",₹199 FOR TWO,varanasi
Hunger Point,3.3,"Indian, Chinese, South Indian, North Indian",₹200 FOR TWO,varanasi
Break-Da-Fast,3.7,"North Indian, Combo",₹200 FOR TWO,varanasi
Flavours Restaurant,--,"North Indian, Thai, South Indian",₹500 FOR TWO,varanasi
Shawarma & Biryani Nation,--,"Biryani, Arabian",₹250 FOR TWO,varanasi
Dosa King,3.0,"South Indian, Fast Food, Snacks",₹200 FOR TWO,varanasi
Kukudooku Restaurant,3.6,"North Indian, Biryani, Chinese, Beverages",₹300 FOR TWO,varanasi
Aman E Khas,4.0,"Mughlai, Biryani, North Indian, Chinese",₹350 FOR TWO,varanasi
Banaras Burger Corner,3.6,"North Indian, South Indian, Snacks, Chinese",₹250 FOR TWO,varanasi
The conti junction,--,Chinese,₹250 FOR TWO,varanasi
Capsicum,4.0,"North Indian, Pizzas, Chinese, South Indian, Bakery",₹250 FOR TWO,varanasi
Chicago Pizza,3.6,"Pizzas, Pastas, Italian, Beverages",₹250 FOR TWO,varanasi
Paprika Food Court,3.8,"North Indian, Chinese, Continental, Biryani, Beverages, South Indian",₹350 FOR TWO,varanasi
Shri Bhola,3.8,Indian,₹100 FOR TWO,varanasi
Western Street Cafe & Restaurant,4.0,"North Indian, Chinese, Continental, Snacks",₹400 FOR TWO,varanasi
Central Conversations,3.8,"Snacks, Beverages, Pizzas, Italian, Continental",₹250 FOR TWO,varanasi
Sagar Ratna,3.9,"South Indian, North Indian, Chinese",₹400 FOR TWO,varanasi
Rahil Restaurant,3.8,"North Indian, Chinese, South Indian, Thalis, Snacks",₹350 FOR TWO,varanasi
BBC Restaurant,3.3,"North Indian, Chinese, Biryani, Tandoor, South Indian, Thalis",₹200 FOR TWO,varanasi
The Biryani Mahal,3.7,"Biryani, Mughlai, North Indian, Snacks",₹350 FOR TWO,varanasi
THE CORIANDER BLEND,3.9,"Chinese, Italian",₹250 FOR TWO,varanasi
Flavours Cafe,3.8,North Indian,₹400 FOR TWO,varanasi
Apna Family Restaurant,3.5,"Indian, North Indian",₹250 FOR TWO,varanasi
Chrystal Bowl Restaurant,3.9,"Italian, North Indian",₹500 FOR TWO,varanasi
URBAN PUNJAB,--,"North Indian, Biryani, Sweets",₹300 FOR TWO,varanasi
THE SNACKS HUB,--,"Snacks, Chinese",₹250 FOR TWO,varanasi
SIGDEE THE GRILL AND FOOD FACTORY,--,"Chinese, Tandoor, Mughlai, Biryani",₹400 FOR TWO,varanasi
Tasty Bites,3.7,"Street Food, North Indian, Chinese, Biryani",₹150 FOR TWO,varanasi
italianio,--,"Chinese, Fast Food",₹250 FOR TWO,varanasi
Banarasi Tadka,3.6,"North Indian, Indian, Mughlai, South Indian",₹300 FOR TWO,varanasi
CHICKEN KING,--,"North Indian, Snacks",₹250 FOR TWO,varanasi
Nathu's Sweets,3.8,"Pizzas, Sweets, Fast Food",₹1000 FOR TWO,varanasi
Tanish Dining and Cafe,3.8,"North Indian, Beverages, Snacks",₹500 FOR TWO,varanasi
Central Pizzeria,--,"Pizzas, Italian, Fast Food",₹400 FOR TWO,varanasi
Yo Pizza,--,"Pizzas, Italian, Snacks",₹300 FOR TWO,varanasi
BIRYANI & CHINEESE,--,North Indian,₹200 FOR TWO,varanasi
CLASSIC SOYA CHAAP ZONE,--,"North Indian, Snacks",₹300 FOR TWO,varanasi
BURGER POINT,--,"American, Fast Food",₹250 FOR TWO,varanasi
Singh's Delight Restaurant(Sunderpur),3.9,"North Indian, Biryani, Mughlai, Chinese",₹350 FOR TWO,varanasi
